,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_gmm__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.2141414165496826,0.010126900559724213,0.003715181350708008,0.002139480433646974,0.1,"(50, 50)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 2}",0.437520325203252,0.5143902439024389,0.5000000000000001,0.5330217811998188,0.5408860707374316,0.5050857306732327,0.036736584751003075,262,0.5132498834809242,0.49541862358960703,0.5000000000000001,0.48858316358048326,0.48517406686985953,0.49648514750417483,0.009848146310287331
1,0.3107770919799805,0.14083276563108388,0.0029307842254638673,0.0011331824293289276,0.1,"(50, 50)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 3}",0.495650406504065,0.5145934959349594,0.4938445807770962,0.5183843208300737,0.5456622884670812,0.5135926397762283,0.018772354086233546,226,0.5075942267998995,0.49805374730469615,0.537978276211224,0.52200915899588,0.5287290744513027,0.5188728967526004,0.014371091006469494
2,0.275847864151001,0.040609570003434785,0.0026101112365722657,0.00043716904482013014,0.1,"(50, 50)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 4}",0.5036178861788617,0.49776422764227635,0.5,0.49522378227035035,0.5298307736649236,0.5052722077901871,0.012561338075973464,261,0.5591046213258078,0.5373718930380493,0.5000000000000002,0.525672246812986,0.5160767436042742,0.5276451009562235,0.019931294781122613
3,0.29274787902832033,0.04661026110423618,0.002584218978881836,0.0004404586412060698,0.1,"(50, 50)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 5}",0.46239837398373984,0.4946341463414634,0.5,0.5,0.5000000000000001,0.4913790488064625,0.014667514113690442,288,0.5397406874369389,0.5165828412216321,0.5000000000000002,0.5,0.5,0.5112647057317142,0.015619506297138569
4,0.34145073890686034,0.0793100641159337,0.002571773529052734,0.00023124627884428423,0.1,"(50, 50)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 6}",0.48317073170731706,0.538130081300813,0.5063803680981596,0.5,0.5542883023839914,0.5163728184300844,0.02600324678741654,207,0.5542799633285018,0.5514809446495977,0.5318390557720435,0.5000000000000001,0.5431146712410592,0.5361429269982405,0.019685764245452403
5,0.47000975608825685,0.3898652258547363,0.002920246124267578,0.0011243757157961994,0.1,"(50, 50)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 7}",0.5085365853658537,0.5,0.5700817995910021,0.5,0.5,0.5157291316785059,0.027377132168416966,209,0.5632736994678536,0.5000000000000001,0.569477258547861,0.5000000000000001,0.5000000000000001,0.5265501916031429,0.03257633229464778
6,0.3057504177093506,0.07495686478461237,0.00267486572265625,0.0004403780621767744,0.1,"(50, 50)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 8}",0.4734552845528455,0.5313821138211382,0.5421267893660532,0.564643636513361,0.56723761683205,0.5356879100349992,0.03398026099907945,112,0.5000294498763105,0.5268723719186467,0.5171494175283565,0.5404547844776973,0.5556585134245148,0.5280329074451051,0.01908647671009953
7,0.42017030715942383,0.17901541041539085,0.003331279754638672,0.001196478982110569,0.1,"(50, 50)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 9}",0.4835772357723576,0.5615447154471545,0.5359713701431493,0.5526619178984641,0.573846090501091,0.5414682620820407,0.031516718868444676,87,0.5600086044856003,0.5621840540443644,0.5683624313460772,0.5641155238343213,0.5619470269000831,0.5633235281220893,0.002835478034217672
8,0.4171028137207031,0.1503007952357941,0.0031957626342773438,0.00043705690626626745,0.1,"(50, 50)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 10}",0.4902439024390244,0.5865040650406504,0.5324948875255624,0.5,0.5,0.5218976112358588,0.03538569436167289,177,0.5678858061839619,0.5767322929417611,0.5615763042966873,0.5000000000000001,0.5000000000000001,0.5412388806844821,0.034013945115614425
9,0.4063278675079346,0.1484396388327959,0.003660154342651367,0.0018682130162372551,0.1,"(50, 50)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 15}",0.48280487804878036,0.5596747967479674,0.556237218813906,0.5780664553053074,0.5408654835920452,0.543480915214636,0.03261381074460462,83,0.5619894287748339,0.5651047135167251,0.5669535556851074,0.5832912142051226,0.5272944714177042,0.5609266767198987,0.018364130656712958
10,0.535192346572876,0.1343591328640108,0.003664875030517578,0.0007669478943857522,0.1,"(50, 50)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 20}",0.5114634146341462,0.5996747967479674,0.5514110429447853,0.5519001935191665,0.5538147980401038,0.5536563144934146,0.027994768739437674,36,0.5907171429010434,0.5635208223429811,0.6096596197314188,0.5949224752773481,0.5772605208476922,0.5872161162200967,0.01572219347765842
