,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_gmm__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.06096706390380859,0.010293329452397157,0.0016086578369140625,0.00045976599230588053,0.1,"(50, 50)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 2}",0.5,0.5000000000000001,0.5,0.4999999999999998,0.49999999999999967,0.49999999999999994,1.656655209901226e-16,225,0.5,0.5,0.5,0.5,0.5,0.5,0.0
1,0.09451932907104492,0.008168632925593462,0.0015483379364013671,0.00019358334242298102,0.1,"(50, 50)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 3}",0.9888888888888889,0.9680555555555556,0.9666666666666665,1.0,0.9659090909090905,0.9779095782385254,0.013951811119396189,16,0.9779210745275169,0.9860335195530726,0.966747890169975,0.9751837694795649,0.9836257309941522,0.9779023969448563,0.006792437162722675
2,0.07544021606445313,0.008316474747068517,0.001458597183227539,9.657364023900415e-05,0.1,"(50, 50)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 4}",0.5,0.5000000000000001,0.5,0.4999999999999998,0.49999999999999967,0.49999999999999994,1.656655209901226e-16,225,0.5,0.5,0.5,0.5,0.5,0.5,0.0
3,0.10121364593505859,0.028746108151922745,0.0016799449920654296,0.000269913394357702,0.1,"(50, 50)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 5}",0.9888888888888889,0.9791666666666666,0.9333333333333332,0.8913043478260865,0.9555335968379444,0.9497815203907879,0.03498219716813477,32,0.983507666706288,0.9860335195530726,0.9416082253655058,0.9176124669214936,0.8916666666666667,0.9440857090426054,0.0367924884454504
4,0.10406250953674316,0.040580238878685566,0.0016446590423583984,0.00019286005289958512,0.1,"(50, 50)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 6}",0.8222222222222222,0.5000000000000001,0.9569444444444445,0.4999999999999998,0.49999999999999967,0.6572002923976608,0.19586120294665543,128,0.8984012837275644,0.5,0.954386069178652,0.5,0.5,0.6705574705812433,0.20963827364488558
5,0.10070328712463379,0.013096462011956111,0.001729726791381836,4.161616615993235e-05,0.1,"(50, 50)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 7}",0.8999999999999999,0.9263888888888889,0.8638888888888889,0.9782608695652174,0.9337944664031617,0.9202196931172903,0.0378982580377502,52,0.9245810055865921,0.9434803280637108,0.8404255319148936,0.9705674801528961,0.944590643274854,0.9247289977985893,0.04461918886304601
6,0.1345757007598877,0.03697869521692884,0.0017780780792236329,0.00019176991476648757,0.1,"(50, 50)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 8}",0.9472222222222222,0.8958333333333335,0.5,0.5869565217391302,0.945158102766798,0.7745890926811978,0.1920685815191728,89,0.9090395815999047,0.8748662783786995,0.5,0.6102028815054396,0.9418128654970761,0.767184321396224,0.17790114175685193
7,0.09298596382141114,0.009708129721772634,0.0018377304077148438,0.00030031168638749176,0.1,"(50, 50)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 9}",0.5,0.5000000000000001,0.5,0.58695652173913,0.49999999999999967,0.5172896008136281,0.0347060982064612,197,0.5,0.5,0.5,0.5919435460158777,0.5,0.5183887092031755,0.03677741840635109
8,0.09261541366577149,0.010441230818620957,0.001680755615234375,0.00017283256009667237,0.1,"(50, 50)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 10}",0.6041666666666665,0.5208333333333335,0.5833333333333334,0.4999999999999998,0.5217391304347824,0.5462909992372235,0.040342794863775865,189,0.6273921312254843,0.5982705336978485,0.5957446808510638,0.5263157894736842,0.5421052631578946,0.577965679681195,0.03774926416016159
9,0.11121549606323242,0.015832774832354596,0.0018659591674804687,0.0001199412381667737,0.1,"(50, 50)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 15}",0.5,0.5000000000000001,0.5,0.4999999999999998,0.49999999999999967,0.49999999999999994,1.656655209901226e-16,225,0.5,0.5,0.5,0.5,0.5,0.5,0.0
10,0.12298407554626464,0.017112726896296324,0.0021837234497070314,0.0004006251013017743,0.1,"(50, 50)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 20}",0.5,0.5000000000000001,0.5,0.4999999999999998,0.49999999999999967,0.49999999999999994,1.656655209901226e-16,225,0.5,0.5,0.5,0.5,0.5,0.5,0.0
11,0.16611089706420898,0.02875207518135164,0.002012777328491211,0.00014578093442492695,0.1,"(50, 50)",25,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 25}",0.5458333333333333,0.5833333333333334,0.5722222222222222,0.8352657004830913,0.4496047430830038,0.5974193530782012,0.12741043652597772,156,0.4887970997266135,0.5716747890169975,0.5691489361702127,0.7700088209350191,0.5078947368421053,0.5815048765381896,0.09979601343103475
