steps,time,reward,delta,converged
1,0.04210000000000491,0.0,0,False
2,0.014739000000020042,0.0,0,False
3,0.002345999999988635,0.0,0,False
4,0.014548000000047523,0.0,0,False
5,0.06823900000000549,0.0,0,False
6,0.02118999999999005,0.0,0,False
7,0.01984400000003461,0.0,0,False
8,0.013872999999989588,0.0,0,False
9,0.0052320000000349864,0.0,0,False
10,0.010276000000033036,0.0,0,False
11,0.008053999999958705,0.0,0,False
12,0.011790000000019063,0.0,0,False
13,0.100750000000005,0.0,0,False
14,0.006028000000014799,0.0,0,False
15,0.010454000000038377,0.0,0,False
16,0.0039439999999899555,0.0,0,False
17,0.0022519999999985885,0.0,0,False
18,0.0065640000000257714,0.0,0,False
19,0.01759900000001835,0.0,0,False
20,0.0024119999999925312,0.0,0,False
21,0.06426099999998769,0.0,0,False
22,0.05094700000000785,0.0,0,False
23,0.029437999999970543,0.0,0,False
24,0.022699999999986176,0.0,0,False
25,0.032716999999991,0.0,0,False
26,0.011955999999997857,0.0,0,False
27,0.0051609999999868705,0.0,0,False
28,0.04166299999997136,0.0,0,False
29,0.0013809999999807587,0.0,0,False
30,0.02596299999999019,0.0,0,False
31,0.05043100000000322,0.0,0,False
32,0.015125000000011823,0.0,0,False
33,0.006678999999962798,0.0,0,False
34,0.006318999999962216,0.0,0,False
35,0.023474000000021533,0.0,0,False
36,0.01655799999997498,0.0,0,False
37,0.008189999999956399,0.0,0,False
38,0.02605999999997266,0.0,0,False
39,0.0015589999999860993,0.0,0,False
40,0.007975999999985106,0.0,0,False
41,0.0373119999999858,0.0,0,False
42,0.004460999999992055,0.0,0,False
43,0.033078999999986536,0.0,0,False
44,0.021876000000020213,0.0,0,False
45,0.009218000000032589,0.0,0,False
46,0.015414000000021133,0.0,0,False
47,0.028331999999977597,0.0,0,False
48,0.008451999999977033,0.0,0,False
49,0.004843999999991411,0.0,0,False
50,0.00977600000004486,0.0,0,False
51,0.013962999999989734,0.0,0,False
52,0.024391999999977543,0.0,0,False
53,0.013305000000002565,0.0,0,False
54,0.0034779999999727806,0.0,0,False
55,0.01734700000002931,0.0,0,False
56,0.007720000000006166,0.0,0,False
57,0.019400000000018736,0.0,0,False
58,0.027858999999978096,0.0,0,False
59,0.00947999999999638,0.0,0,False
60,0.08568400000001475,0.0,0,False
61,0.0011779999999816937,0.0,0,False
62,0.018740000000036616,0.0,0,False
63,0.05178200000000288,0.0,0,False
64,0.0031099999999923966,0.0,0,False
65,0.005335999999999785,0.0,0,False
66,0.03316999999998416,0.0,0,False
67,0.02656200000001263,0.0,0,False
68,0.0048160000000052605,0.0,0,False
69,0.03386999999997897,0.0,0,False
70,0.021073999999998705,0.0,0,False
71,0.03820500000000493,0.0,0,False
72,0.00808799999998655,0.0,0,False
73,0.007696999999950549,0.0,0,False
74,0.012535000000013952,0.0,0,False
75,0.006537999999977728,0.0,0,False
76,0.008858999999972639,0.0,0,False
77,0.0051400000000398904,0.0,0,False
78,0.0013519999999971333,0.0,0,False
79,0.002796999999986838,0.0,0,False
80,0.006076000000007298,0.0,0,False
81,0.018104999999991378,0.0,0,False
82,0.022176999999999225,0.0,0,False
83,0.008742000000040662,0.0,0,False
84,0.004912999999987733,0.0,0,False
85,0.004051000000004024,0.0,0,False
86,0.0034279999999853317,0.0,0,False
87,0.019446999999956915,0.0,0,False
88,0.002690000000029613,0.0,0,False
89,0.007933000000036827,0.0,0,False
90,0.004666000000042914,0.0,0,False
91,0.006333000000040556,0.0,0,False
92,0.004910999999992782,0.0,0,False
93,0.0014919999999847278,0.0,0,False
94,0.03256800000002613,0.0,0,False
95,0.014836000000002514,0.0,0,False
96,0.0060829999999896245,0.0,0,False
97,0.0197289999999839,0.0,0,False
98,0.014788000000010015,0.0,0,False
99,0.005950999999981832,0.0,0,False
100,0.026711999999974978,0.0,0,False
101,0.028269999999963602,0.0,0,False
102,0.020002000000033604,0.0,0,False
103,0.009759000000030937,0.0,0,False
104,0.03617900000000418,0.0,0,False
105,0.004855000000020482,0.0,0,False
106,0.02318800000000465,0.0,0,False
107,0.0013569999999845095,0.0,0,False
108,0.008692999999993845,0.0,0,False
109,0.0136269999999854,0.0,0,False
110,0.08687400000002299,0.0,0,False
111,0.009522000000004027,0.0,0,False
112,0.016211999999995896,0.0,0,False
113,0.035497999999961394,0.0,0,False
114,0.022153000000002976,0.0,0,False
115,0.03717899999998053,0.0,0,False
116,0.035443999999984044,0.0,0,False
117,0.003991000000041822,0.0,0,False
118,0.007272000000000389,0.0,0,False
119,0.0060639999999807515,0.0,0,False
120,0.00845899999995936,0.0,0,False
121,0.006417999999996482,0.0,0,False
122,0.006073000000014872,0.0,0,False
123,0.02927599999998165,0.0,0,False
124,0.02243900000001986,0.0,0,False
125,0.00350199999996903,0.0,0,False
126,0.02650099999999611,0.0,0,False
127,0.01650200000000268,0.0,0,False
128,0.004472999999961758,0.0,0,False
129,0.01086299999997209,0.0,0,False
130,0.006118000000014945,0.0,0,False
131,0.0026230000000282416,0.0,0,False
132,0.023730000000000473,0.0,0,False
133,0.02957800000001498,0.0,0,False
134,0.04845000000000255,0.0,0,False
135,0.0570030000000088,0.0,0,False
136,0.016198999999971875,0.0,0,False
137,0.04705899999999019,0.0,0,False
138,0.019073999999989155,0.0,0,False
139,0.012253999999984444,0.0,0,False
140,0.012006999999982781,0.0,0,False
141,0.006876000000033855,0.0,0,False
142,0.044588000000032935,0.0,0,False
143,0.04280299999999215,0.0,0,False
144,0.030700999999965006,0.0,0,False
145,0.017291999999997643,0.0,0,False
146,0.034356000000002496,0.0,0,False
147,0.0363739999999666,0.0,0,False
148,0.004664999999988595,0.0,0,False
149,0.005824000000018259,0.0,0,False
150,0.01638100000002396,0.0,0,False
151,0.02040599999997994,0.0,0,False
152,0.02212000000002945,0.0,0,False
153,0.04648900000000822,0.0,0,False
154,0.03444600000000264,0.0,0,False
155,0.02429499999999507,0.0,0,False
156,0.005058000000019547,0.0,0,False
157,0.004991000000018175,0.0,0,False
158,0.04446500000000242,0.0,0,False
159,0.02506000000005315,0.0,0,False
160,0.0023310000000265063,0.0,0,False
161,0.04944000000000415,0.0,0,False
162,0.07012200000002622,0.0,0,False
163,0.007342999999991662,0.0,0,False
164,0.008682000000021617,0.0,0,False
165,0.04954200000003084,0.0,0,False
166,0.044913000000008196,0.0,0,False
167,0.04351699999995162,0.0,0,False
168,0.04567099999997026,0.0,0,False
169,0.04647699999998167,0.0,0,False
170,0.011080000000049495,0.0,0,False
171,0.06778900000000476,0.0,0,False
172,0.0861030000000369,0.0,0,False
173,0.06266200000004574,0.0,0,False
174,0.055288000000018656,0.0,0,False
175,0.05135899999999083,0.0,0,False
176,0.04424799999998186,0.0,0,False
177,0.0050880000000006476,0.0,0,False
178,0.04864000000003443,0.0,0,False
179,0.037121999999953914,0.0,0,False
180,0.043746999999996206,0.0,0,False
181,0.024303000000031716,0.0,0,False
182,0.011608999999964453,0.0,0,False
183,0.036094999999988886,0.0,0,False
184,0.013205000000027667,0.0,0,False
185,0.018113999999968655,0.0,0,False
186,0.03943699999996397,0.0,0,False
187,0.040095000000007985,0.0,0,False
188,0.043947000000002845,0.0,0,False
189,0.03731699999997318,0.0,0,False
190,0.043477999999993244,0.0,0,False
191,0.0367610000000127,0.0,0,False
192,0.03720199999997931,0.0,0,False
193,0.040916000000038366,0.0,0,False
194,0.04068399999999883,0.0,0,False
195,0.04130200000003015,0.0,0,False
196,0.03643499999998312,0.0,0,False
197,0.024740000000008422,0.0,0,False
198,0.04184599999996408,0.0,0,False
199,0.04855800000001409,0.0,0,False
200,0.04797800000000052,0.0,0,True
