steps,time,reward,delta,converged
1,0.03684800000002042,-6.730538922155689,0,False
2,0.03507799999999861,-5.940119760479042,0,False
3,0.03462799999999788,-5.940119760479042,0,False
4,0.041869000000019696,-5.544910179640719,0,False
5,0.0453600000000165,-6.335329341317365,0,False
6,0.025783999999987373,-4.660493827160494,100.0,False
7,0.0392320000000268,-6.335329341317365,100.0,False
8,0.04073999999997113,-4.375502008032129,100.0,False
9,0.03260000000000218,-4.3349397590361445,100.0,False
10,0.002296000000001186,2.15625,100.0,False
11,0.009994000000006054,-3.717241379310345,100.0,False
12,0.008999000000017077,-2.849056603773585,100.0,False
13,0.0186429999999973,-4.3760683760683765,100.0,False
14,0.006152999999983422,-0.975609756097561,100.0,False
15,0.003183999999976095,1.9705882352941178,100.0,False
16,0.0126369999999838,-2.891025641025641,100.0,False
17,0.015022999999985132,-3.9306930693069306,100.0,False
18,0.0015260000000125729,4.05,100.0,False
19,0.008503000000018801,-3.6818181818181817,100.0,False
20,0.0020339999999805514,2.607142857142857,100.0,False
21,0.00804100000004837,-3.543103448275862,100.0,False
22,0.00840499999998201,-1.8981481481481481,100.0,False
23,0.0016410000000064429,3.391304347826087,100.0,False
24,0.008820000000014261,-3.43801652892562,100.0,False
25,0.002184999999997217,-0.9130434782608695,100.0,False
26,0.011079999999992651,-5.082758620689655,100.0,False
27,0.0010760000000118453,5.733333333333333,100.0,False
28,0.009404000000017732,-3.8970588235294117,100.0,False
29,0.014972000000000207,-4.617801047120419,100.0,False
30,0.0014949999999771535,3.8095238095238093,100.0,False
31,0.0024000000000228283,1.9705882352941178,100.0,False
32,0.002598000000034517,1.7297297297297298,100.0,False
33,0.008167000000014468,-3.95,100.0,False
34,0.0017249999999648935,-0.9047619047619048,100.0,False
35,0.002682999999990443,1.6578947368421053,100.0,False
36,0.003528000000017073,-5.0,100.0,False
37,0.0035799999999994725,-0.9615384615384616,100.0,False
38,0.009001999999952659,-3.706422018348624,100.0,False
39,0.0016600000000153159,3.391304347826087,100.0,False
40,0.0014189999999985048,5.3125,100.0,False
41,0.0037489999999706924,-0.96,100.0,False
42,0.004670000000032815,-5.402985074626866,100.0,False
43,0.0020450000000096225,-0.9310344827586207,100.0,False
44,0.00487300000003188,-2.4696969696969697,100.0,False
45,0.002306000000032782,3.04,100.0,False
46,0.0019340000000056534,2.740740740740741,100.0,False
47,0.002920000000017353,-3.3095238095238093,100.0,False
48,0.0016860000000065156,3.2083333333333335,100.0,False
49,0.0016129999999634492,4.05,100.0,False
50,0.0014830000000074506,3.8095238095238093,100.0,False
51,0.0030050000000301225,-3.255813953488372,100.0,False
52,0.0036690000000021428,-5.083333333333333,100.0,False
53,0.004441999999983182,-4.111111111111111,100.0,False
54,0.0019369999999980791,4.315789473684211,100.0,False
55,0.0038289999999960855,-3.255813953488372,100.0,False
56,0.0035640000000398686,-0.9545454545454546,100.0,False
57,0.0019659999999817046,3.590909090909091,100.0,False
58,0.0032709999999838146,-0.9473684210526315,100.0,False
59,0.0014949999999771535,3.8095238095238093,100.0,False
60,0.0013519999999971333,4.315789473684211,100.0,False
61,0.0022430000000213113,-0.9375,100.0,False
62,0.0016099999999710235,3.391304347826087,100.0,False
63,0.001688000000001466,3.2083333333333335,100.0,False
64,0.0013999999999896318,4.05,100.0,False
65,0.0033000000000242835,-0.9545454545454546,100.0,False
66,0.002484999999978754,-3.7714285714285714,100.0,False
67,0.0024470000000178516,3.590909090909091,100.0,False
68,0.005681000000038239,-2.7962962962962963,100.0,False
69,0.0018049999999902866,4.05,100.0,False
70,0.0017890000000306827,3.391304347826087,100.0,False
71,0.002667000000030839,-3.5526315789473686,100.0,False
72,0.0037140000000022155,-2.830188679245283,100.0,False
73,0.00257699999997385,-0.9444444444444444,100.0,False
74,0.0016320000000291657,-0.9130434782608695,100.0,False
75,0.0024540000000001783,3.04,100.0,False
76,0.001573000000007596,4.611111111111111,100.0,False
