params,time,steps,reward_mean,reward_median,reward_min,reward_max,reward_std
"{""alpha"": 0.1, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.5}",9.10476400000016,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.1, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.6}",9.140893000000005,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.1, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.7}",9.358461000000034,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.1, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.8}",8.817747999999938,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.1, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.9}",8.332529000000022,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.0}",9.04064900000003,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.1}",8.174553999999944,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.2}",7.533664000000044,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.3}",7.574131000000079,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.4}",7.920212999999876,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.5}",8.456676000000016,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.6}",7.391529999999875,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.7}",8.184449000000086,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.8}",7.693888999999899,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.9}",7.821271000000024,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.0}",7.39016300000003,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.1}",6.92159300000003,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.2}",8.22708200000011,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.3}",7.886535999999978,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.4}",7.496973999999909,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.5}",8.364360000000033,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.6}",8.18792499999995,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.7}",7.52169200000003,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.8}",7.439462000000049,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.9}",7.4253459999999905,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.0}",7.721827000000076,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.1}",7.265953000000081,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.2}",7.155430999999908,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.3}",7.964678999999933,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.4}",7.3596410000000105,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.5}",7.665336000000025,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.6}",7.078525000000127,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.7}",7.371566999999914,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.8}",7.88149199999998,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.9}",7.4315019999999095,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.0}",5.019788000000062,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.1}",5.48472199999992,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.2}",8.462349000000131,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.3}",8.85265000000004,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.4}",7.576524000000063,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.5}",7.740645000000086,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.6}",8.57496900000001,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.7}",7.97707400000013,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.8}",7.988968999999997,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.9}",8.3260929999999,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.0}",5.0292349999999715,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.1}",4.863463000000138,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.2}",9.099797999999964,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.3}",8.423285000000078,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.4}",9.276951999999937,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.5}",8.307146999999986,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.6}",8.637653999999884,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.7}",8.329972999999882,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.8}",8.578519000000142,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.9}",7.740190999999868,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.0}",4.748978999999963,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.1}",5.095516000000089,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.2}",9.292523000000074,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.3}",7.862145000000055,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.4}",8.288088000000016,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.5}",8.444399000000203,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.6}",8.788317000000006,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.7}",7.464099999999917,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.8}",7.603285000000142,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.9}",8.238742000000002,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.0}",7.712285999999949,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.1}",7.493088000000171,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.2}",7.762557000000015,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.3}",7.91560000000004,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.4}",7.7865240000000995,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.5}",6.978280000000041,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.6}",7.069733000000042,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.7}",7.397062000000005,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.8}",6.876496999999972,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.9}",6.652149999999892,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.0}",7.068641999999954,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.1}",6.487701999999899,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.2}",7.107113000000027,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.3}",6.60635000000002,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.4}",6.751517000000149,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.5}",6.789719000000105,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.6}",6.905895999999984,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.7}",6.760200000000168,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.8}",6.6654909999999745,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.9}",7.174784000000045,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.0}",6.672080000000051,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.1}",6.809725000000071,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.2}",6.336057999999866,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.3}",6.442843000000039,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.4}",8.487343999999894,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.5}",8.607136999999966,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.6}",7.389005999999881,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.7}",8.661771000000044,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.8}",7.785456999999951,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.9}",8.137051000000156,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.9, ""q_init"": ""random"", ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.0}",4.824750999999878,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.9, ""q_init"": ""random"", ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.1}",4.254629000000023,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.9, ""q_init"": ""random"", ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.2}",10.348475000000008,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.9, ""q_init"": ""random"", ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.3}",10.504299000000174,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.9, ""q_init"": ""random"", ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.4}",7.911495999999943,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.9, ""q_init"": ""random"", ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.5}",10.063867000000073,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.9, ""q_init"": ""random"", ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.6}",8.084962000000132,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.9, ""q_init"": ""random"", ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.7}",8.60709699999984,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.9, ""q_init"": ""random"", ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.8}",11.073480000000018,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.9, ""q_init"": ""random"", ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.9}",10.287299000000075,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.9, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.0}",4.890671999999768,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.9, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.1}",4.909403000000111,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.9, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.2}",8.857939999999871,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.9, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.3}",7.695306999999957,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.9, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.4}",7.759613000000172,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.9, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.5}",7.67602399999987,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.9, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.6}",7.561734999999771,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.9, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.7}",7.365890000000036,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.9, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.8}",7.680178999999953,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.9, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.9}",9.28765199999998,100,0.0,0.0,0.0,0.0,0.0
