episode,length,time,reward,delta
0,500.0,0.12776499999995394,-3174.0,-0.9259371875000006
1,500.0,0.10541399999999612,-2679.0,-0.125
2,327.0,0.06327099999998609,-1712.0,100.0
3,79.0,0.020132999999987078,-177.0,50.0
4,57.0,0.013274000000023989,-56.0,25.0
5,33.0,0.006650999999919804,67.0,12.5
6,18.0,0.005656999999928303,82.0,6.25
7,25.0,0.006309999999984939,75.0,3.125
8,40.0,0.007258999999976368,60.0,1.5625
9,25.0,0.0056730000000015934,-24.0,0.78125
10,40.0,0.004648999999972148,60.0,0.390625
11,81.0,0.014186999999992622,-179.0,0.1953125
12,17.0,0.003333999999995285,83.0,0.09765625
13,114.0,0.01891600000010385,-608.0,0.048828125
14,17.0,0.0014470000000983418,83.0,0.0244140625
15,53.0,0.006028000000014799,-151.0,0.01220703125
16,49.0,0.012102000000027147,-147.0,0.006103515625
17,79.0,0.012092000000052394,-276.0,0.0030517578125
18,29.0,0.004195999999978994,71.0,0.00152587890625
19,14.0,0.002020000000015898,86.0,0.000762939453125
20,14.0,0.0026080000000092696,86.0,0.0003814697265625
21,30.0,0.0038450000000693763,-29.0,0.00019073486328125
22,20.0,0.002517000000011649,80.0,9.5367431640625e-05
23,18.0,0.0028750000000172804,82.0,4.76837158203125e-05
24,17.0,0.004301000000054955,83.0,2.384185791015625e-05
25,15.0,0.0016300000000910586,85.0,1.1920928955078125e-05
26,14.0,0.00401600000009239,86.0,5.9604644775390625e-06
27,42.0,0.00826900000004116,-41.0,2.9802322387695312e-06
28,15.0,0.0017259999999623687,85.0,1.4901161193847656e-06
29,47.0,0.008823000000006687,-244.0,7.450580596923828e-07
30,65.0,0.008877999999981512,-262.0,3.725290298461914e-07
31,18.0,0.0019139999999424617,82.0,1.862645149230957e-07
32,35.0,0.008220000000051186,-34.0,9.313225746154785e-08
33,24.0,0.0040589999999838255,76.0,4.6566128730773926e-08
34,60.0,0.012180999999941378,-257.0,2.3283064365386963e-08
35,17.0,0.003337999999985186,83.0,1.1641532182693481e-08
36,32.0,0.0030209999999897263,-31.0,5.820766091346741e-09
37,17.0,0.00484700000004068,83.0,2.9103830456733704e-09
38,38.0,0.008032999999954882,-37.0,1.4551915228366852e-09
39,19.0,0.0022850000000289583,81.0,7.275957614183426e-10
40,18.0,0.004661999999939326,82.0,3.637978807091713e-10
41,38.0,0.0033610000000408036,-37.0,1.8189894035458565e-10
42,26.0,0.0037710000000288346,74.0,9.094947017729282e-11
43,32.0,0.006406999999967411,-31.0,4.547473508864641e-11
44,22.0,0.004771000000005188,78.0,2.2737367544323206e-11
45,66.0,0.009471999999959735,-362.0,1.1368683772161603e-11
46,21.0,0.003658999999970547,79.0,5.6843418860808015e-12
47,19.0,0.002821999999923719,81.0,2.8421709430404007e-12
48,23.0,0.003207999999972344,77.0,1.4210854715202004e-12
49,32.0,0.005546999999978652,-31.0,7.105427357601002e-13
50,21.0,0.006279000000063206,79.0,3.552713678800501e-13
51,14.0,0.0017249999999648935,86.0,1.7053025658242404e-13
52,16.0,0.0019470000000865184,84.0,8.526512829121202e-14
53,15.0,0.0042140000000472355,85.0,4.263256414560601e-14
54,16.0,0.0023270000000366053,84.0,2.842170943040401e-14
55,91.0,0.014907999999991262,-387.0,1.4210854715202004e-14
56,14.0,0.0013650000000779983,86.0,0.0
57,14.0,0.0019219999999222637,86.0,0.0
58,15.0,0.003947999999923013,-14.0,0.0
59,33.0,0.004278999999996813,-32.0,0.0
60,59.0,0.011045999999964806,-256.0,0.0
61,26.0,0.0029340000000956934,74.0,0.0
62,18.0,0.0014039999999795327,82.0,0.0
63,73.0,0.013814000000024862,-270.0,0.0
64,29.0,0.0030469999999240827,-28.0,0.0
65,30.0,0.0068070000000943764,-128.0,0.0
66,16.0,0.001986999999985528,84.0,0.0
67,52.0,0.006330999999931919,-150.0,0.0
68,17.0,0.002609000000006745,83.0,0.0
69,23.0,0.00536299999998846,77.0,0.0
70,16.0,0.0018349999999145439,84.0,0.0
71,21.0,0.002597000000037042,79.0,0.0
72,65.0,0.011427000000026055,-163.0,0.0
73,17.0,0.002441999999973632,83.0,0.0
74,15.0,0.0028699999999162173,85.0,0.0
75,23.0,0.0046030000000882865,77.0,0.0
76,31.0,0.00518499999998312,-30.0,0.0
77,14.0,0.0026329999999461506,86.0,0.0
78,31.0,0.00534200000004148,-30.0,0.0
79,16.0,0.0035060000000157743,84.0,0.0
80,25.0,0.0030050000000301225,-24.0,0.0
81,14.0,0.004326999999989312,86.0,0.0
82,23.0,0.002211999999985892,77.0,0.0
83,34.0,0.006482000000005428,-33.0,0.0
84,15.0,0.004299999999943793,85.0,0.0
85,15.0,0.0016329999999697975,85.0,0.0
86,28.0,0.005968999999936386,-27.0,0.0
87,28.0,0.004060999999978776,-126.0,0.0
88,49.0,0.00962800000002062,-48.0,0.0
89,54.0,0.006787000000031185,-152.0,0.0
90,24.0,0.00334700000007615,76.0,0.0
91,17.0,0.001446999999984655,83.0,0.0
92,16.0,0.0020839999999680003,84.0,0.0
93,32.0,0.006493000000091342,-31.0,0.0
94,19.0,0.003890000000069449,81.0,0.0
95,19.0,0.0017329999999446954,81.0,0.0
96,26.0,0.003865000000018881,-25.0,0.0
97,16.0,0.004125000000044565,84.0,0.0
98,20.0,0.004827999999974963,-19.0,0.0
99,27.0,0.003425999999990381,-26.0,0.0
100,18.0,0.005660000000034415,82.0,0.0
101,18.0,0.0016280000000961081,82.0,0.0
102,102.0,0.015779000000065935,-497.0,0.0
103,16.0,0.002961000000027525,84.0,0.0
104,19.0,0.003597000000013395,-18.0,0.0
105,18.0,0.004302999999936219,82.0,0.0
