episode,length,time,reward,delta
0,18.0,0.0016269999998712592,0.0,-0.0005171706804159041
1,24.0,0.003516999999874315,0.0,-0.0004342030716424346
2,87.0,0.006377999999813255,0.0,-0.0005055168422561678
3,39.0,0.002993999999944208,0.0,-0.0002171015358212173
4,62.0,0.004795999999942069,0.0,-0.000421847970336109
5,7.0,0.0006520000001728476,0.0,-0.00045755772439217985
6,10.0,0.0007980000000316068,0.0,3.9925272657086424e-05
7,23.0,0.003153999999994994,0.0,-0.00027774328180479293
8,54.0,0.0041039999998702115,0.0,-0.0005957468110006896
9,42.0,0.003044999999929132,0.0,-9.654957440388288e-05
10,11.0,0.0010489999999663269,0.0,3.0966810403889504e-05
11,14.0,0.0011719999999968422,0.0,1.5483405201944752e-05
12,53.0,0.0039300000000821456,0.0,-6.411785814747396e-05
13,13.0,0.0010099999999511056,0.0,-0.0003888185984985599
14,27.0,0.002414000000044325,0.0,-0.0003493914630379487
15,24.0,0.0020480000000588916,0.0,-0.000265374622563474
16,11.0,0.0009380000001328881,0.0,9.473250748839965e-05
17,30.0,0.002204000000119777,0.0,0.00014462754285656052
18,17.0,0.001383999999916341,0.0,7.231377142828026e-05
19,16.0,0.0013830000000325526,0.0,-4.048547235201334e-05
20,47.0,0.0035540000001219596,0.0,-0.0005486696643624885
21,7.0,0.000653000000056636,0.0,8.254240080448228e-05
22,11.0,0.0009390000000166765,0.0,-0.00032150168094377605
23,14.0,0.0015249999999014108,0.0,4.127120040224114e-05
24,38.0,0.0032269999999243737,0.0,0.0001774350409155429
25,32.0,0.00344800000016221,0.0,-7.32010613826526e-05
26,50.0,0.006973999999900116,0.0,-0.00011382973660675018
27,12.0,0.0021629999998822314,0.0,-0.0001858966205115721
28,36.0,0.005155999999942651,0.0,-5.691486830337509e-05
29,9.0,0.0016310000000885339,0.0,0.0002485813745303633
30,22.0,0.002809999999954016,0.0,0.00012429068726518166
31,26.0,0.0028999999999541615,0.0,6.21453436325908e-05
32,15.0,0.003215999999838459,0.0,-3.66005306913263e-05
33,14.0,0.0018310000000383297,0.0,0.00020410454238924654
