step,reward,mean,median,std,max,min
0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0,0.0,0.0
41,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0,0.0,0.0
53,0.0,0.0,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,0.0,0.0,0.0
55,0.0,0.0,0.0,0.0,0.0,0.0
56,0.013513513513513514,0.0002370791844476055,0.0,0.0017741381634774496,0.013513513513513514,0.0
57,0.0,0.00023299161230195715,0.0,0.001759048097686568,0.013513513513513514,0.0
58,0.0,0.00022904260192395788,0.0,0.0017443364878295716,0.013513513513513514,0.0
59,0.0,0.00022522522522522523,0.0,0.0017299877810514886,0.013513513513513514,0.0
60,0.0,0.00022153300841825434,0.0,0.0017159873044782531,0.013513513513513514,0.0
61,0.0,0.00021795989537925023,0.0,0.0017023212022464374,0.013513513513513514,0.0
62,0.0,0.0002145002145002145,0.0,0.0016889763779519115,0.013513513513513514,0.0
63,0.0,0.00021114864864864866,0.0,0.0016759404419750363,0.013513513513513514,0.0
64,0.0,0.0002079002079002079,0.0,0.0016632016632016633,0.013513513513513514,0.0
65,0.0,0.00020475020475020476,0.0,0.001650748924713053,0.013513513513513514,0.0
66,0.0,0.00020169423154497784,0.0,0.0016385716830649376,0.013513513513513514,0.0
67,0.017543859649122806,0.0004567260759211224,0.0,0.0026463552813118466,0.017543859649122806,0.0
68,0.0,0.00045010685742951186,0.0,0.0026276757852470405,0.017543859649122806,0.0
69,0.0,0.0004436767594662332,0.0,0.002609385872427511,0.017543859649122806,0.0
70,0.0,0.00043742779102304676,0.0,0.002591472203073596,0.017543859649122806,0.0
71,0.0,0.00043135240503661555,0.0,0.0025739220674234815,0.017543859649122806,0.0
72,0.0,0.00042544346798131945,0.0,0.0025567233480378315,0.017543859649122806,0.0
73,0.0,0.00041969423192751785,0.0,0.0025398644848209453,0.017543859649122806,0.0
74,0.0,0.0004140983088351509,0.0,0.002523334442530417,0.017543859649122806,0.0
75,0.0,0.0004086496468767937,0.0,0.0025071226805690383,0.017543859649122806,0.0
76,0.0,0.0004033425086056665,0.0,0.0024912191248721424,0.017543859649122806,0.0
77,0.0,0.00039817145080302973,0.0,0.002475614141720978,0.017543859649122806,0.0
78,0.0,0.00039313130585615595,0.0,0.0024602985133282814,0.017543859649122806,0.0
79,0.0,0.000388217164532954,0.0,0.0024452634150562164,0.017543859649122806,0.0
