steps,time,reward,delta,converged
1,0.0010800000000017462,0.0,0.0003373301160353207,False
2,0.0006690000000162399,0.0,0.0003373301160353207,False
3,0.001706000000012864,0.0,0.0003373301160353207,False
4,0.0036569999999755964,0.0,0.0003373301160353207,False
5,0.003288000000111424,0.0,0.00046202459288113054,False
6,0.0015690000000176951,0.0,0.00046202459288113054,False
7,0.003249999999979991,0.0,0.00046202459288113054,False
8,0.00037799999995513645,0.0,0.00046202459288113054,False
9,0.0008960000000115542,0.0,0.00046202459288113054,False
10,0.0014419999999972788,0.0,0.00046202459288113054,False
11,0.004472999999961758,0.0,0.00046202459288113054,False
12,0.009401000000025306,0.0,0.00046202459288113054,False
13,0.004392000000052576,0.0,0.00046202459288113054,False
14,0.0033639999999195425,0.0,0.00046202459288113054,False
15,0.0005879999998796848,0.0,0.00046202459288113054,False
16,0.001142000000072585,0.0,0.00046202459288113054,False
17,0.002528999999867665,0.0,0.00046202459288113054,False
18,0.0032039999998687563,0.0,0.00046202459288113054,False
19,0.004376999999976761,0.0,0.00046202459288113054,False
20,0.00497599999994236,0.0,0.00046202459288113054,False
21,0.0014349999999012653,0.0,0.00046202459288113054,False
22,0.0007339999999658176,0.0,0.00046202459288113054,False
23,0.00338000000010652,0.0,0.00046202459288113054,False
24,0.0005189999999402062,0.0,0.00046202459288113054,False
25,0.0017080000000078144,0.0,0.00046202459288113054,False
26,0.0007940000000417058,0.0,0.00046202459288113054,False
27,0.002054000000043743,0.0,0.00046202459288113054,False
28,0.006141000000070562,0.0,0.00046202459288113054,False
29,0.0006540000001677981,0.0,0.00046202459288113054,False
30,0.002552000000150656,0.0,0.00046202459288113054,False
31,0.0016470000000481377,0.0,0.00046202459288113054,False
32,0.0016370000000733853,0.0,0.00046202459288113054,False
33,0.005400000000008731,0.0,0.00046202459288113054,False
34,0.002471000000014101,0.0,0.00046202459288113054,False
35,0.0024029999999584106,0.0,0.00046202459288113054,False
36,0.003708999999844309,0.0,0.00046202459288113054,False
37,0.0013530000001082954,0.0,0.00046202459288113054,False
38,0.0038369999999758875,0.0,0.00046202459288113054,False
39,0.0014160000000629225,0.0,0.00046202459288113054,False
40,0.001209000000017113,0.0,0.00046202459288113054,False
41,0.0026659999998628336,0.0,0.00046202459288113054,False
