steps,time,reward,delta,converged
1,0.035517999999996164,-5.149700598802395,0,False
2,0.04053700000000049,-5.347305389221557,0,False
3,0.03659999999999286,-4.5568862275449105,0,False
4,0.03675799999999185,-3.7664670658682633,0,False
5,0.013719000000008919,-4.11578947368421,100.0001565417355,False
6,0.02579099999999812,-3.1525885558583107,100.0001565417355,False
7,0.035152999999979784,-4.952095808383233,100.0001565417355,False
8,0.0033299999999769625,-0.9583333333333334,100.0001565417355,False
9,0.010550999999992428,-2.9155844155844157,100.0001565417355,False
10,0.004526999999995951,0.5538461538461539,100.0001565417355,False
11,0.006371999999998934,-0.9764705882352941,100.0001565417355,False
12,0.010682000000002745,-2.281045751633987,100.0001565417355,False
13,0.00793000000001598,-1.8818181818181818,100.0001565417355,False
14,0.0021000000000128694,2.740740740740741,100.0001565417355,False
15,0.012480999999979758,-3.201117318435754,100.0001565417355,False
16,0.002679000000000542,2.15625,100.0001565417355,False
17,0.003538000000020247,2.740740740740741,100.0001565417355,False
18,0.0151559999999904,-2.2980132450331126,100.0001565417355,False
19,0.003748000000001639,-0.9607843137254902,100.0001565417355,False
20,0.0038350000000093587,-2.7636363636363637,100.0001565417355,False
21,0.003710999999981368,-0.9622641509433962,100.0001565417355,False
22,0.0015509999999778756,3.590909090909091,100.0001565417355,False
23,0.002520999999973128,1.8055555555555556,100.0001565417355,False
24,0.005229000000014139,-0.972972972972973,100.0001565417355,False
25,0.002668999999997368,1.6578947368421053,100.0001565417355,False
26,0.0016960000000096898,3.2083333333333335,100.0001565417355,False
27,0.005482000000000653,-0.9746835443037974,100.0001565417355,False
28,0.0014189999999985048,4.05,100.0001565417355,False
29,0.0030169999999998254,1.3488372093023255,100.0001565417355,False
30,0.0010660000000086711,5.733333333333333,100.0001565417355,False
31,0.005026000000015074,-2.3472222222222223,100.0001565417355,False
32,0.006943000000006805,-3.95,100.0001565417355,False
33,0.006011999999998352,-3.2528735632183907,100.0001565417355,False
34,0.003734000000008564,-0.9629629629629629,100.0001565417355,False
35,0.002511999999995851,1.8055555555555556,100.0001565417355,False
36,0.0015410000000031232,3.590909090909091,100.0001565417355,False
37,0.0013399999999990087,4.315789473684211,100.0001565417355,False
38,0.003339000000011083,-3.0208333333333335,100.0001565417355,False
39,0.009211999999990894,-4.8515625,100.0001565417355,False
40,0.0017129999999951906,3.391304347826087,100.0001565417355,False
41,0.00391500000000633,-4.5,100.0001565417355,False
42,0.001622999999995045,3.391304347826087,100.0001565417355,False
43,0.0037599999999997635,-2.9019607843137254,100.0001565417355,False
44,0.0017599999999902138,-0.9047619047619048,100.0001565417355,False
45,0.004159000000015567,-2.6440677966101696,100.0001565417355,False
46,0.001485000000002401,-0.9047619047619048,100.0001565417355,False
47,0.002921999999983882,-3.3095238095238093,100.0001565417355,False
48,0.004583999999994148,-4.015384615384615,100.0001565417355,False
49,0.0017600000000186355,-0.92,100.0001565417355,False
50,0.0016960000000096898,3.2083333333333335,100.0001565417355,False
51,0.0013440000000173313,4.315789473684211,100.0001565417355,False
52,0.0018309999999814863,2.8846153846153846,100.0001565417355,False
53,0.0014800000000150249,3.8095238095238093,100.0001565417355,False
54,0.0031449999999892952,-0.9555555555555556,100.0001565417355,False
55,0.0011369999999999436,5.3125,100.0001565417355,False
56,0.0011369999999999436,5.3125,100.0001565417355,False
57,0.001343000000019856,4.315789473684211,100.0001565417355,False
58,0.0011959999999930915,4.9411764705882355,100.0001565417355,False
59,0.0015600000000119962,3.590909090909091,100.0001565417355,False
60,0.0036210000000096443,-2.8653846153846154,100.0001565417355,False
61,0.0014040000000079544,4.05,100.0001565417355,False
62,0.005820999999997412,-2.1547619047619047,100.0001565417355,False
63,0.001199000000013939,5.733333333333333,100.0001565417355,False
