episode,length,time,reward,delta
0,55.0,0.004094000000009146,0.0,0.0
1,107.0,0.008630000000039217,0.0,0.0
2,182.0,0.016386000000011336,0.0,0.0
3,25.0,0.0020759999999881984,0.0,0.0
4,180.0,0.01455199999998058,0.0,0.0
5,15.0,0.0016000000000531145,0.0,0.0
6,16.0,0.0012539999999603424,0.0,0.0
7,44.0,0.003215000000011514,0.0,0.0
8,47.0,0.003548999999964053,0.0,0.0
9,128.0,0.00955799999996998,0.0,0.0
10,50.0,0.004394999999988158,0.0,0.0
11,29.0,0.0025689999999940483,0.0,0.0
12,25.0,0.0018610000000194304,0.0,0.0
13,29.0,0.002265999999963242,0.0,0.0
14,73.0,0.005341999999984637,0.0,0.0
15,257.0,0.022794000000033066,0.0,0.0
16,303.0,0.025059999999996307,0.0,0.0
17,39.0,0.005938000000014654,0.0,0.0
18,15.0,0.0019310000000132277,0.0,0.0
19,16.0,0.0019139999999993051,0.0,0.0
20,290.0,0.02735699999999497,0.0,0.0
21,87.0,0.008307000000002063,0.0,0.0
22,17.0,0.0020020000000045,0.0,0.0
23,129.0,0.00982800000002726,0.0,0.0
24,99.0,0.008744999999976244,0.0,0.0
25,118.0,0.009021000000018375,0.0,0.0
26,157.0,0.012763000000006741,0.0,0.0
27,80.0,0.006204000000025189,0.0,0.0
28,115.0,0.010425999999995383,0.0,0.0
29,63.0,0.004837000000009084,0.0,0.0
30,39.0,0.00411900000000287,0.0,0.0
31,11.0,0.000873999999953412,0.0,0.0
32,67.0,0.0057800000000156615,0.0,0.0
33,83.0,0.007082000000025346,0.0,0.0
34,28.0,0.0025440000000003238,0.0,0.0
35,345.0,0.02689199999997527,0.0,0.0
36,34.0,0.00275099999998929,0.0,0.0
37,63.0,0.00510500000001457,0.0,0.0
38,45.0,0.004023000000017873,0.0,0.0
39,64.0,0.006304000000000087,0.0,0.0
40,157.0,0.012427999999999884,0.0,0.0
41,113.0,0.010096000000032745,0.0,0.0
42,356.0,0.029159999999990305,0.0,0.0
43,68.0,0.005399000000011256,0.0,0.0
44,124.0,0.009609000000011747,0.0,0.0
45,170.0,0.013396000000000186,0.0,0.0
46,89.0,0.006731000000002041,0.0,0.0
47,63.0,0.004637000000002445,0.0,0.0
48,144.0,0.012563999999997577,0.0,0.0
49,91.0,0.007956999999976233,0.0,0.0
50,26.0,0.00231899999999996,0.0,0.0
51,218.0,0.018066000000033,0.0,0.0
52,79.0,0.0057189999999991414,0.0,0.0
53,267.0,0.02108600000002525,0.0,0.0
54,74.0,0.006218999999987318,0.0,0.0
55,95.0,0.007676000000003569,0.0,0.0
56,34.0,0.002560000000016771,0.0,0.0
57,248.0,0.021257999999988897,0.0,0.0
58,44.0,0.004591000000004897,0.0,0.0
59,70.0,0.0064779999999586835,0.0,0.0
60,52.0,0.004133000000024367,0.0,0.0
61,31.0,0.0022749999999973625,0.0,0.0
62,53.0,0.004093000000011671,0.0,0.0
63,124.0,0.010065999999994801,0.0,0.0
64,28.0,0.002135000000009768,0.0,0.0
65,20.0,0.0017970000000104847,0.0,0.0
66,70.0,0.005261000000018612,0.0,0.0
67,82.0,0.006512000000043372,0.0,0.0
68,119.0,0.010756000000014865,0.0,0.0
69,120.0,0.009784999999965294,0.0,0.0
70,12.0,0.0010870000000409163,0.0,0.0
71,158.0,0.012698999999997795,0.0,0.0
72,26.0,0.0020719999999982974,0.0,0.0
73,35.0,0.003008000000022548,0.0,0.0
74,22.0,0.0020619999999667016,0.0,0.0
75,128.0,0.00945400000000518,0.0,0.0
76,228.0,0.01823699999999917,0.0,0.0
77,223.0,0.016812000000015814,0.0,0.0
78,165.0,0.01433899999994992,0.0,0.0
79,92.0,0.007764000000008764,0.0,0.0
80,128.0,0.010684000000026117,0.0,0.0
81,125.0,0.009912999999983185,0.0,0.0
82,162.0,0.012235000000032414,0.0,0.0
83,90.0,0.007466999999962809,0.0,0.0
84,158.0,0.012535000000013952,0.0,0.0
85,86.0,0.0072270000000003165,0.0,0.0
86,201.0,0.015422000000000935,0.0,0.0
87,494.0,0.03936100000004217,0.0,0.0
88,43.0,0.0031089999999949214,0.0,0.0
89,65.0,0.005226999999990767,0.0,0.0
90,12.0,0.0010990000000106193,0.0,0.0
91,261.0,0.023125999999990654,0.0,0.0
92,160.0,0.012300000000038835,0.0,0.0
93,62.0,0.005024000000048545,0.0,0.0
94,165.0,0.01350800000000163,0.0,0.0
95,500.0,0.04013399999996636,0.0,0.0
96,89.0,0.008335000000045056,0.0,0.0
97,174.0,0.012862999999981639,0.0,0.0
98,160.0,0.013786999999979344,0.0,0.0
99,12.0,0.000964000000010401,0.0,0.0
100,36.0,0.002724000000000615,0.0,0.0
101,139.0,0.010407000000043354,0.0,0.0
102,500.0,0.0432400000000257,0.0,0.0
103,100.0,0.008474000000035176,0.0,0.0
104,174.0,0.013907999999958065,0.0,0.0
105,212.0,0.016192999999987023,0.0,0.0
106,146.0,0.011253000000010616,0.0,0.0
107,303.0,0.024630000000001928,0.0,0.0
108,327.0,0.03282999999998992,0.0,0.0
109,168.0,0.017813999999987118,0.0,0.0
110,23.0,0.001794000000018059,0.0,0.0
111,66.0,0.010793000000035136,0.0,0.0
112,229.0,0.03403400000001966,0.0,0.0
113,139.0,0.022019999999997708,0.0,0.0
114,100.0,0.01626499999997577,0.0,0.0
115,17.0,0.0033129999999914617,0.0,0.0
116,89.0,0.014780999999970845,0.0,0.0
117,44.0,0.005231000000037511,0.0,0.0
118,222.0,0.02886999999998352,0.0,0.0
119,341.0,0.036378999999953976,0.0,0.0
120,100.0,0.017679999999984375,0.0,0.0
121,140.0,0.01934700000003886,0.0,0.0
122,143.0,0.016656000000011772,0.0,0.0
123,258.0,0.029125000000021828,0.0,0.0
124,72.0,0.009342000000003736,0.0,0.0
125,500.0,0.06191400000000158,0.0,0.0
126,373.0,0.04918600000002016,0.0,0.0
127,343.0,0.04283900000001495,0.0,0.0
128,65.0,0.005767999999989115,0.0,0.0
129,316.0,0.04077000000000908,0.0,0.0
130,362.0,0.049436000000014246,0.0,0.0
131,221.0,0.017384999999990214,0.0,0.0
132,235.0,0.020241999999996096,0.0,0.0
133,95.0,0.007126000000027943,0.0,0.0
134,155.0,0.011725000000012642,0.0,0.0
135,78.0,0.006616000000008171,0.0,0.0
136,500.0,0.04288200000002007,0.0,0.0
137,195.0,0.01573600000000397,0.0,0.0
138,111.0,0.010166000000026543,0.0,0.0
139,500.0,0.04223899999999503,0.0,0.0
140,126.0,0.009085000000027321,0.0,0.0
141,116.0,0.008582000000046719,0.0,0.0
142,142.0,0.012244000000009692,0.0,0.0
143,242.0,0.020727000000022144,0.0,0.0
144,74.0,0.006476000000020576,0.0,0.0
145,31.0,0.0024290000000064538,0.0,0.0
146,271.0,0.020718000000044867,0.0,0.0
147,358.0,0.027636000000029526,0.0,0.0
148,136.0,0.011175999999977648,0.0,0.0
149,413.0,0.035429000000021915,0.0,0.0
150,500.0,0.03917100000001028,0.0,0.0
151,147.0,0.013144999999951779,0.0,0.0
152,500.0,0.04008899999996629,0.0,0.0
153,500.0,0.03931199999999535,0.0,0.0
154,371.0,0.029423000000008415,0.0,0.0
155,89.0,0.007206999999993968,0.0,0.0
156,500.0,0.038978999999983444,0.0,0.0
157,246.0,0.020293000000037864,0.0,0.0
158,500.0,0.04038900000000467,0.0,0.0
159,135.0,0.011721000000022741,0.0,0.0
160,80.0,0.0059410000000070795,0.0,0.0
161,371.0,0.030478000000016436,0.0,0.0
162,500.0,0.0392100000000255,0.0,0.0
163,500.0,0.040758999999980006,0.0,0.0
164,145.0,0.012334000000009837,0.0,0.0
165,297.0,0.02359000000001288,0.0,0.0
166,500.0,0.04170200000004343,0.0,0.0
167,500.0,0.03899999999998727,0.0,0.0
168,314.0,0.024681999999984328,0.0,0.0
169,500.0,0.038245000000017626,0.0,0.0
170,107.0,0.008898999999985335,0.0,0.0
171,500.0,0.04478599999998778,0.0,0.0
172,500.0,0.04910699999999224,0.0,0.0
173,359.0,0.04714500000000044,0.0,0.0
174,500.0,0.04143200000004299,0.0,0.0
175,406.0,0.03970499999996946,0.0,0.0
176,500.0,0.057203000000015436,0.0,0.0
177,500.0,0.04165299999999661,0.0,0.0
178,500.0,0.0402780000000007,0.0,0.0
179,500.0,0.03955600000000459,0.0,0.0
180,500.0,0.039552000000014687,0.0,0.0
181,34.0,0.0025650000000041473,0.0,0.0
182,500.0,0.03917400000000271,0.0,0.0
183,183.0,0.014920000000017808,0.0,0.0
184,139.0,0.011204000000020642,0.0,0.0
185,329.0,0.028573999999991884,0.0,0.0
186,470.0,0.043350000000032196,0.0,0.0
187,120.0,0.010004999999978281,0.0,0.0
188,500.0,0.040345000000002074,0.0,0.0
189,500.0,0.03950300000002471,0.0,0.0
190,500.0,0.04195199999998067,0.0,0.0
191,296.0,0.023180000000024847,0.0,0.0
192,500.0,0.04114300000003368,0.0,0.0
