step,reward,mean,median,std,max,min
0,0.00510204081632653,0.00510204081632653,0.00510204081632653,0.0,0.00510204081632653,0.00510204081632653
1,0.003663003663003663,0.004382522239665097,0.004382522239665097,0.0007195185766614336,0.00510204081632653,0.003663003663003663
2,0.0,0.0029216814931100643,0.003663003663003663,0.0021478476113770714,0.00510204081632653,0.0
3,0.0,0.0021912611198325483,0.0018315018315018315,0.002249550796574783,0.00510204081632653,0.0
4,0.0,0.0017530088958660386,0.0,0.002194685188436501,0.00510204081632653,0.0
5,0.0,0.0014608407465550321,0.0,0.0021072921884837327,0.00510204081632653,0.0
6,0.0,0.0012521492113328847,0.0,0.002016831772662587,0.00510204081632653,0.0
7,0.0,0.0010956305599162742,0.0,0.0019314879541450856,0.00510204081632653,0.0
8,0.0049261083743842365,0.00152123920596827,0.0,0.002182950132958299,0.00510204081632653,0.0
9,0.0,0.001369115285371443,0.0,0.0021206176788011876,0.00510204081632653,0.0
10,0.0,0.0012446502594285847,0.0,0.0020598822360771143,0.00510204081632653,0.0
11,0.0,0.0011409294044762025,0.0,0.0020019640600095197,0.00510204081632653,0.0
12,0.0,0.0010531656041318793,0.0,0.0019473040293693344,0.00510204081632653,0.0
13,0.0,0.0009779394895510307,0.0,0.0018959701815333793,0.00510204081632653,0.0
14,0.0,0.000912743523580962,0.0,0.0018478536909115897,0.00510204081632653,0.0
15,0.0,0.0008556970533571519,0.0,0.0018027666392387153,0.00510204081632653,0.0
16,0.0,0.0008053619325714371,0.0,0.001760491688027227,0.00510204081632653,0.0
17,0.0,0.000760619602984135,0.0,0.0017208073169111848,0.00510204081632653,0.0
18,0.0,0.0007205869923007595,0.0,0.0016835003225865383,0.00510204081632653,0.0
19,0.0,0.0006845576426857215,0.0,0.0016483715709698166,0.00510204081632653,0.0
20,0.0,0.0006519596597006872,0.0,0.0016152381615253094,0.00510204081632653,0.0
21,0.0058823529411764705,0.0008897048088586774,0.0,0.0019176500052200316,0.0058823529411764705,0.0
22,0.0,0.0008510219910822131,0.0,0.0018842545786338317,0.0058823529411764705,0.0
23,0.0,0.0008155627414537875,0.0,0.0018524040024771784,0.0058823529411764705,0.0
24,0.0,0.000782940231795636,0.0,0.0018220005598602984,0.0058823529411764705,0.0
25,0.0,0.0007528271459573423,0.0,0.0017929516882186514,0.0058823529411764705,0.0
26,0.0,0.0007249446590700334,0.0,0.0017651705161793926,0.0058823529411764705,0.0
27,0.0,0.0006990537783889608,0.0,0.0017385760078822861,0.0058823529411764705,0.0
28,0.006711409395973154,0.000906376385891864,0.0,0.002030254152712408,0.006711409395973154,0.0
29,0.0,0.0008761638396954685,0.0,0.0020027494437068727,0.006711409395973154,0.0
30,0.0,0.0008479004900278727,0.0,0.0019762546833477237,0.006711409395973154,0.0
31,0.0,0.0008214035997145018,0.0,0.0019507172422260544,0.006711409395973154,0.0
32,0.0,0.000796512581541335,0.0,0.001926087151442976,0.006711409395973154,0.0
33,0.0,0.0007730857409077663,0.0,0.0019023171560333214,0.006711409395973154,0.0
34,0.003816793893129771,0.0008600488309712522,0.0,0.0019423036996783704,0.006711409395973154,0.0
35,0.0,0.0008361585856664952,0.0,0.0019203454939191351,0.006711409395973154,0.0
36,0.0,0.0008135597049728061,0.0,0.0018990639963941864,0.006711409395973154,0.0
37,0.0,0.0007921502390524692,0.0,0.001878429437922192,0.006711409395973154,0.0
38,0.0,0.0007718386944613802,0.0,0.0018584133295183628,0.006711409395973154,0.0
39,0.004329004329004329,0.0008607678353249538,0.0,0.0019172336561939544,0.006711409395973154,0.0
40,0.0,0.0008397734978780037,0.0,0.0018983577351428557,0.006711409395973154,0.0
41,0.006097560975609756,0.0009649589140144739,0.0,0.002039726735673428,0.006711409395973154,0.0
42,0.0,0.0009425180090373932,0.0,0.0020211087661359665,0.006711409395973154,0.0
43,0.0,0.0009210971451956342,0.0,0.0020029411236021978,0.006711409395973154,0.0
44,0.0,0.0009006283197468424,0.0,0.0019852096700759725,0.006711409395973154,0.0
45,0.00303951367781155,0.0009471258275308578,0.0,0.001988133067203127,0.006711409395973154,0.0
46,0.0,0.0009269742141791373,0.0,0.0019716119525274287,0.006711409395973154,0.0
47,0.0,0.0009076622513837389,0.0,0.0019554533947592372,0.006711409395973154,0.0
48,0.0,0.0008891385319677442,0.0,0.0019396472458447246,0.006711409395973154,0.0
49,0.0,0.0008713557613283893,0.0,0.0019241834447878792,0.006711409395973154,0.0
50,0.0,0.0008542703542435189,0.0,0.001909052068716918,0.006711409395973154,0.0
51,0.0,0.0008378420782003743,0.0,0.0018942433719015518,0.006711409395973154,0.0
52,0.0,0.000822033737102254,0.0,0.0018797478150723852,0.006711409395973154,0.0
53,0.0,0.0008068108901188789,0.0,0.0018655560869370118,0.006711409395973154,0.0
54,0.0,0.0007921416012076267,0.0,0.001851659119422796,0.006711409395973154,0.0
55,0.012345679012345678,0.0009984547692636632,0.0,0.002389246227537078,0.012345679012345678,0.0
56,0.0,0.0009809380189257043,0.0,0.002371820250904198,0.012345679012345678,0.0
57,0.0,0.000964025294461468,0.0,0.0023547491751289996,0.012345679012345678,0.0
58,0.005714285714285714,0.0010445381829330654,0.0,0.0024138844501414864,0.012345679012345678,0.0
59,0.004524886877828055,0.0011025439945146485,0.0,0.002434797721806612,0.012345679012345678,0.0
60,0.0,0.0010844695028012935,0.0,0.0024188131221209957,0.012345679012345678,0.0
61,0.0,0.0010669780592077243,0.0,0.0024031134954665577,0.012345679012345678,0.0
62,0.0,0.0010500418995377605,0.0,0.0023876918154072434,0.012345679012345678,0.0
63,0.006493506493506494,0.001135096033818522,0.0,0.0024632799099825586,0.012345679012345678,0.0
64,0.0,0.0011176330179136216,0.0,0.002448247371114579,0.012345679012345678,0.0
65,0.0,0.0011006991843088697,0.0,0.0024334620091928023,0.012345679012345678,0.0
66,0.0,0.001084270838274409,0.0,0.00241891835065922,0.012345679012345678,0.0
67,0.0,0.0010683256788880206,0.0,0.0024046109980093906,0.012345679012345678,0.0
68,0.0,0.0010528426980345711,0.0,0.0023905346391549696,0.012345679012345678,0.0
69,0.0,0.0010378020880626485,0.0,0.0023766840548467847,0.012345679012345678,0.0
70,0.0,0.0010231851572448647,0.0,0.0023630541244541096,0.012345679012345678,0.0
71,0.0,0.0010089742522831305,0.0,0.002349639830351808,0.012345679012345678,0.0
72,0.0,0.0009951526871833617,0.0,0.0023364362611297596,0.012345679012345678,0.0
73,0.0,0.0009817046778971001,0.0,0.0023234386138074694,0.012345679012345678,0.0
74,0.0,0.0009686152821918053,0.0,0.002310642195209943,0.012345679012345678,0.0
75,0.0,0.000955870344268229,0.0,0.002298042422638173,0.012345679012345678,0.0
76,0.007518796992481203,0.0010411031578813844,0.0,0.0024009428658765216,0.012345679012345678,0.0
77,0.0,0.0010277556814982899,0.0,0.00238837610148208,0.012345679012345678,0.0
78,0.004048582995951417,0.0010659940019344053,0.0,0.002397119678964713,0.012345679012345678,0.0
79,0.0,0.0010526690769102252,0.0,0.0023850329572909453,0.012345679012345678,0.0
80,0.00510204081632653,0.0011026613206067228,0.0,0.002412072391309419,0.012345679012345678,0.0
81,0.004081632653061225,0.0011389902392951923,0.0,0.00241951314969426,0.012345679012345678,0.0
82,0.0,0.0011252674653277803,0.0,0.0024081019545375963,0.012345679012345678,0.0
83,0.0,0.0011118714240738782,0.0,0.0023968342704624264,0.012345679012345678,0.0
84,0.0,0.001098790583790656,0.0,0.0023857077715045516,0.012345679012345678,0.0
85,0.004273504273504274,0.0011357058592524423,0.0,0.002396091160662798,0.012345679012345678,0.0
86,0.0,0.0011226517689162075,0.0,0.0023853546142539534,0.012345679012345678,0.0
87,0.0,0.0011098943624512506,0.0,0.0023747458528587,0.012345679012345678,0.0
88,0.0,0.001097423639277641,0.0,0.0023642629478121758,0.012345679012345678,0.0
89,0.0,0.0010852300432856671,0.0,0.0023539039761235783,0.012345679012345678,0.0
90,0.0,0.0010733044384143961,0.0,0.0023436670238852603,0.012345679012345678,0.0
91,0.0,0.0010616380858229353,0.0,0.0023335501892400245,0.012345679012345678,0.0
92,0.0,0.0010502226225345165,0.0,0.0023235515849554913,0.012345679012345678,0.0
93,0.0,0.0010390500414437238,0.0,0.0023136693406489543,0.012345679012345678,0.0
94,0.005050505050505051,0.0010812758836443695,0.0,0.00233758888624078,0.012345679012345678,0.0
95,0.0,0.0010700125931897406,0.0,0.002327972002611372,0.012345679012345678,0.0
96,0.0,0.0010589815355279907,0.0,0.0023184617044907413,0.012345679012345678,0.0
97,0.007462686567164179,0.0011243254644222374,0.0,0.00239470007576126,0.012345679012345678,0.0
98,0.0,0.0011129686415492857,0.0,0.0023852260070460467,0.012345679012345678,0.0
99,0.0,0.0011018389551337928,0.0,0.0023758520988674675,0.012345679012345678,0.0
