steps,time,reward,delta,converged
1,0.0009670000000028267,0.6666666666666666,0.3333333333333333,False
2,0.0009119999999995798,1.014074074074074,0.09592592592592591,False
3,0.0009069999999979927,1.2237053497942387,0.044765432098765434,False
4,0.0009129999999970551,1.346902574759945,0.02176097393689981,False
5,0.0008969999999948186,1.4210477224320477,0.010365359625057163,False
6,0.0015590000000003101,1.4665050948232983,0.005684391591728906,False
7,0.0009060000000005175,1.4945166040293691,0.0031316308613535543,False
8,0.0009639999999961901,1.5119338992860851,0.0016981047358370222,False
9,0.0011140000000011696,1.5228604970826338,0.0009856818095127055,False
10,0.0009280000000018163,1.5297620387890132,0.0005613577611740042,False
11,0.0009239999999977044,1.5341412950518418,0.0003246400330647742,False
12,0.0012940000000014606,1.536925057437033,0.00019135855484500933,False
13,0.000973000000001889,1.5386939688285994,0.0001106953377066715,False
14,0.0009569999999996526,1.5398216790104904,7.720664818667536e-05,False
15,0.0009320000000059281,1.5405401206160376,5.1657694869004225e-05,False
16,0.0009170000000011669,1.5409965977338376,3.3806048482773075e-05,False
17,0.0009700000000094633,1.541285556130749,2.1730078130854512e-05,False
18,0.0013259999999917227,1.5414676256474533,1.3628113689329664e-05,False
19,0.0012179999999943902,1.5415817099252793,8.436075290981903e-06,True
