,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.03998818397521973,0.006857385307110215,0.0009894847869873046,8.108677214693611e-05,relu,1.0,"(36, 36)",0.016,"{'NN__activation': 'relu', 'NN__alpha': 1.0, 'NN__hidden_layer_sizes': (36, 36), 'NN__learning_rate_init': 0.016}",0.9705882352941178,0.9471507352941178,0.9696691176470589,0.9480698529411766,0.984375,0.9639288614218694,0.014326091889485566,1,0.960402199074074,0.9754195601851853,0.9697627314814816,0.9660590277777776,0.9662224264705883,0.9675731889978213,0.004937610296274818
