1,3.577625521330147
2,2.865503577593356
3,2.5657360161760576
4,1.9156809572234135
5,1.8401305874145584
6,1.5569346400744055
7,1.412126314432038
8,1.3565231429958657
9,1.3041342942001255
10,1.248472956005965
11,1.1418038169872144
12,1.086645601005283
13,1.005788830036579
14,0.9812320103910644
15,0.9456902701494909
16,0.9183811684829288
17,0.8497468675633976
18,0.8054671346387059
19,0.7867335225999701
20,0.7415318015588352
21,0.7039225269827737
22,0.6742447143682817
23,0.5865709118838756
24,0.575698049075658
25,0.5431795473289025
26,0.5408894361410411
27,0.516529534499096
28,0.4833425483472397
29,0.45283787682920645
30,0.42865571713833944
31,0.3998354415905837
32,0.38342515676041666
33,0.33393689499671714
34,0.28950592748310366
35,0.1479907386829786
36,0.049646125923063555
