,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.19117436408996583,0.04543154264087123,0.015184593200683594,0.019680529213073283,tanh,1.0,"(36, 36)",0.016,"{'NN__activation': 'tanh', 'NN__alpha': 1.0, 'NN__hidden_layer_sizes': (36, 36), 'NN__learning_rate_init': 0.016}",0.5104241552839683,0.5315520408978353,0.49676491732566497,0.49837551642533395,0.5166434947309032,0.5107522902742302,0.012781798603644302,1,0.5073969720876067,0.4974723568378477,0.5000676208723093,0.5095349782656285,0.5359175870858114,0.5100779030298408,0.013669506017416065
