,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.2439847469329834,0.05377185277754311,0.006296300888061523,0.005437188985864952,tanh,1.0,"(36, 36)",0.016,"{'NN__activation': 'tanh', 'NN__alpha': 1.0, 'NN__hidden_layer_sizes': (36, 36), 'NN__learning_rate_init': 0.016}",0.6752136752136751,0.628544612189472,0.7503394839843437,0.5000000000000001,0.5140845070422535,0.6137762591517394,0.0954079131437769,1,0.649884167950211,0.6509053683459183,0.7300267979012486,0.5000000000000001,0.5099299065420562,0.6081492481478868,0.08918220160952985
