,0,1,2,3,4,5,6,7,8,9
2,0.8767452423407852,0.6698505635948837,0.8472622977503314,0.9419387628604786,0.705317446892039,0.8593485577404898,0.7223551398635356,0.8578651911438326,0.547311901761445,0.8466533570578075
3,0.9254248229840639,0.8857518187292842,0.8630975880843597,0.7489560166228734,0.8761677319359011,0.8914687018322357,0.7255705244911922,0.9053593334257531,0.8552777135278117,0.7741336508066269
4,0.8544536178449036,0.8648085266971096,0.8944640583727992,0.9327607578808083,0.8820380104100507,0.9164943352092823,0.8805777869849376,0.9353001592000806,0.9211499116099583,0.9195492652772769
5,0.9353603840690257,0.8120877258880126,0.9522297096459088,0.9467267079351337,0.8179631939793635,0.9376658593900841,0.960505206283219,0.9095632600096389,0.7125333981238148,0.8598351178381198
6,0.9380351037675326,0.94545225344404,0.9082173236561057,0.9285163950480191,0.9468634104946095,0.9219795895993793,0.9526139537819727,0.9395095963578921,0.9411874063022859,0.9129589040427891
7,0.9465546194191442,0.9525232917078765,0.9412634146686127,0.9636225611329373,0.9169069471082885,0.961072385249898,0.9484946484846138,0.923345650046783,0.9293849741010503,0.8779139335732324
8,0.9751823813502145,0.937403709526754,0.9604513635341911,0.9708958307688282,0.8871121291595613,0.957130927857684,0.8867443209915983,0.9017445165462269,0.9099761202587634,0.9439812282680373
9,0.9673004466322204,0.9161995662909617,0.9458434041676462,0.963371340950312,0.8619358613807477,0.947765677697655,0.9664367812419571,0.9599167718946647,0.925236931489468,0.9301950805510096
10,0.9767582136074507,0.9602993887594398,0.9804801730624527,0.9744878418566716,0.9186077604946234,0.9663257513755276,0.9786608333129431,0.9700073076294201,0.9759880020654594,0.9371730852718595
15,0.9766308557125302,0.9402225262787117,0.961914735542949,0.9816723790233652,0.9633459584856042,0.9738788485823977,0.9798680120733136,0.9724949184934754,0.9598437488339654,0.9480299966973011
20,0.9679028823444252,0.9760158636243788,0.9395193081881187,0.9700419007162582,0.9794130363263045,0.9862563887574873,0.9863241669331643,0.9809550651621253,0.9773404837490443,0.9798942105846236
25,0.9891582819989797,0.9888735691044173,0.9733872756662901,0.9729582637620758,0.9817473248007578,0.9870036380511968,0.9897109832014058,0.9855813498895948,0.9888469033943067,0.9733202302371311
30,0.9879127328996614,0.9906080907490458,0.9866289371704869,0.9915804410806077,0.9925070885661192,0.993689240097509,0.989956942626164,0.9952707372465786,0.9879590865850586,0.9849824213473838
35,0.994855026192053,0.99017511276297,0.989123642516864,0.9900765373550076,0.9878673010875757,0.9948641414073208,0.9898906571904426,0.9892028875015693,0.9866466597345704,0.9910557195643147
40,0.9936076611313505,0.9888497094415833,0.9816097199377999,0.9926432156359681,0.9895242215679717,0.9930387187369368,0.9956269508433626,0.9879510702289314,0.9879178316080564,0.9917019396210532
45,0.987626832225102,0.995976655840006,0.993323563525065,0.9873381446699224,0.9944624324282387,0.9929287591589216,0.9863579329172253,0.988914933969516,0.9910007087954009,0.9949690889553517
50,0.9960210455534207,0.9927770775067047,0.9914537007119907,0.9930922032857193,0.9866695395020508,0.9898513836469224,0.9914570962301377,0.9900030719938332,0.989669118132631,0.990792873612383
55,0.9939831548583193,0.9962014643448512,0.9875334207726041,0.9951988628418382,0.9935009156356341,0.9917758391640449,0.9956624224745574,0.9965704853186553,0.9857956299515398,0.9807433748437813
60,0.9953794127370472,0.9962377375531524,0.9935376253247307,0.9955729196798944,0.9927674131110484,0.9965689859430948,0.9925623411476329,0.9889127867255006,0.9948439020971329,0.9932534276870684
