,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.08886551856994629,0.017910496011924674,0.001650381088256836,0.00044271959755939693,relu,1.0,"(36, 36)",0.016,"{'NN__activation': 'relu', 'NN__alpha': 1.0, 'NN__hidden_layer_sizes': (36, 36), 'NN__learning_rate_init': 0.016}",0.96875,0.9549632352941175,0.9480698529411764,0.9549632352941178,0.984375,0.9621789666786961,0.01292842909761069,1,0.9641059027777779,0.9754195601851852,0.9678096064814814,0.9828269675925925,0.9809283088235294,0.9742180691721133,0.007265099202240899
