,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.5447443962097168,0.15530000470681637,0.0034777641296386717,0.0007500189896306193,tanh,1.0,"(36, 36)",0.016,"{'NN__activation': 'tanh', 'NN__alpha': 1.0, 'NN__hidden_layer_sizes': (36, 36), 'NN__learning_rate_init': 0.016}",0.9570053518651649,0.9537303298985541,0.9667505391804456,0.9731057719305283,0.9390376594329928,0.9579360318028817,0.011681822459434329,1,0.9532833690221272,0.9704897504288916,0.9763289379766332,0.9766894955749446,0.9481533310010495,0.9649889768007291,0.011968421721545454
