params,time,steps,reward_mean,reward_median,reward_min,reward_max,reward_std
"{""discount_factor"": 0.0}",3.730283,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.1}",3.6940100000000022,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.2}",3.768052000000001,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.3}",3.7588459999999984,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.4}",3.939108999999995,100,0.0,0.0,0.0,0.0,0.0
